origin_airport_code,dest_airport_code,airport_name,latitude,longitude
KVXE,KVXE,Sao Pedro International,16.83388889,-25.05472222
KVXE,KVXE,Sao Pedro International,16.83361111,-25.05472222
KVXE,KVXE,Sao Pedro International,16.83388889,-25.05472222
KVXE,KVXE,Sao Pedro International,16.83361111,-25.05472222
KVXO,KVXO,Smaland,56.92916667,14.72805556
KVYD,KVYD,Vryheid Airport,-27.78444444,30.8
KVYD,KVYD,Vryheid Airport,-27.78694444,30.79555556
KVYD,KVYD,Vryheid Airport,-27.78666667,30.79527778
KVYS,KVYS,Illinois Valley Regional,41.35194444,-89.15305556
KVYS,KVYS,Illinois Valley Regional,41.35027778,-89.15305556
KVYS,KVYS,Illinois Valley Regional,41.35194444,-89.15305556
KVYS,KVYS,Illinois Valley Regional,41.35027778,-89.15305556
KVZA,KVZA,Marvel Creek Mine Airport,60.90611111,-159.6391667
KVZB,KVZB,Mitrofania Airport,56.00166667,-158.8333333
KVZC,KVZC,Mush Bay Airport,57.7,-153.4733333
KVZD,KVZD,Campbell Lagoon Airport,57.85555556,-153.6333333
KVZE,KVZE,Frazer Lake Airport,57.20833333,-154.0861111
KVZF,KVZF,Afognak Straits Airport,58,-152.8166667
KVZG,KVZG,Moffet Bay Airport,55.42833333,-162.63
KVZH,KVZH,Mineola Wisener Field,32.67666667,-95.51055556
KVZH,KVZH,Mineola Wisener Field,32.67666667,-95.51083333
KVZI,KVZI,Brundidge Municipal,31.73333333,-85.80472222
KVZJ,KVZJ,Payette Municipal,44.09166667,-116.9
KVZJ,KVZJ,Payette Municipal,44.09444444,-116.9036111
KVZJ,KVZJ,Payette Municipal,44.09388889,-116.9113889
KVZL,KVZL,Los Alamitos AAF,33.79,-118.0519444
KVZL,KVZL,Los Alamitos AAF,33.79,-118.0513889
KVZM,KVZM,Jensens Strip Airport,57.95,-157.05
KVZN,KVZN,Wildman Creek Airport,56.25,-159.9166667
KVZO,KVZO,Stepovak Airport,55.83333333,-159.8666667
KVZQ,KVZQ,Puale Bay Airport,57.73333333,-155.6333333
KVZR,KVZR,Katmai Bay Airport,58,-154.9666667
KVZS,KVZS,Kashvik Bay Airport,57.96666667,-155.1333333
KVZT,KVZT,Cinder Mountain Airport,57.05833333,-157.8
KVZU,KVZU,Hagemeister Island Airport,58.75,-160.8333333
KVZV,KVZV,Cape Peirce Airport,58.55277778,-161.7686111
KVZW,KVZW,Cape Greig Airport,57.71666667,-157.7166667
KVZX,KVZX,Kasba Lake Airport,60.29444444,-102.5
KYDU,KYDU,Kasba Lake Airport,60.29472222,-102.5005556
KYDU,KYDU,Kasba Lake Airport,60.29194444,-102.5019444
KVZY,KVZY,Katmai Lodge Airport,59.07,-156.0483333
KVZZ,KVZZ,South St. Paul Municipal,44.85833333,-93.03361111
KVZZ,KVZZ,South St. Paul Municipal-Richard E. Fleming Field,44.85722222,-93.03277778
KWA2,KWA2,Mansfield Airport,47.80944444,-119.6372222
KWA2,KWA2,Mansfield Airport,47.80944444,-119.6369444
KWA3,KWA3,Bayview Farms,48.52083333,-122.4652778
KWA4,KWA4,Isaacson,47.65916667,-117.6816667
KWA5,KWA5,Methow Valley State,48.425,-120.1458333
KWA6,KWA6,Stehekin Seaplane Landing,48.3,-120.65
KWA7,KWA7,Chelan Seaplane Landing,47.83333333,-120.0333333
KWAA,KWAA,Wales Airport,65.62472222,-168.0963889
KWAA,KWAA,Wales Airport,65.6225,-168.095
KWAB,KWAB,Wabag Airport,-5.48333333,143.7333333
KWAD,KWAD,Andriamena Airport,-17.45,47.5125
KWAG,KWAG,Wanganui Airport,-39.96666667,175.0241667
KWAG,KWAG,Wanganui Airport,-39.96222222,175.0252778
KWAG,KWAG,Whanganui,-39.96222222,175.0252778
KWAG,KWAG,Wanganui Airport,-39.96222222,175.0252778
KWAG,KWAG,Whanganui,-39.96222222,175.0252778
KWAL,KWAL,Wallops Flight Center,37.94166667,-75.46222222
KWAL,KWAL,Wallops Flight Facility,37.94027778,-75.46638889
KWAR,KWAR,Warsaw Municipal,41.28194444,-85.84638889
KWAR,KWAR,Warsaw Municipal,41.28194444,-85.84638889
KWAR,KWAR,Warsaw Municipal,41.27472222,-85.84
KWAS,KWAS,Washington DC Metropolitan Area,38.88333333,-77.03333333
KWAT,KWAT,Waterford Airport,52.19722222,-7.08888889
KWAT,KWAT,Waterford Airport,52.18722222,-7.08694444
KWAV,KWAV,Wave Hill Old,-17.4375,130.925
KWAW,KWAW,Okecie,52.16583333,20.96722222
KWAW,KWAW,Warsaw Chopin,52.16583333,20.96722222
KWBA,KWBA,Wahai Airport,-2.82,129.48
KWBA,KWBA,Wahai Airport,-2.8125,129.4833333
KWBA,KWBA,Wahai Airport,-2.81111111,129.4683333
KWBA,KWBA,Wahai Airport,-2.8125,129.4833333
KWBA,KWBA,Wahai Airport,-2.81111111,129.4683333
KWBB,KWBB,Stebbins Airport,63.51666667,-162.2788889
KWBB,KWBB,Stebbins Airport,63.51583333,-162.2780556
KWBH,KWBH,Commerce/Montebello Heliport,34.01666667,-118.1333333
KWBM,KWBM,Wapenamanda Airport,-5.61666667,143.9166667
KWBM,KWBM,Wapenamanda Airport,-5.63861111,143.8913889
KWBM,KWBM,Wapenamanda Airport,-5.63527778,143.8922222
KWBM,KWBM,Wapenamanda Airport,-5.63527778,143.8919444
KWBM,KWBM,Wapenamanda Airport,-5.63944444,143.8955556
KWBM,KWBM,Wapenamanda Airport,-5.63527778,143.8925
KWBM,KWBM,Wapenamanda Airport,-5.63861111,143.8913889
KWBM,KWBM,Wapenamanda Airport,-5.63527778,143.8925
KWBM,KWBM,Wapenamanda Airport,-5.63527778,143.8922222
KWBN,KWBN,Woburn Airport,42.39722222,-71.15277778
KWBQ,KWBQ,Beaver Airport,66.36222222,-147.4083333
KWBQ,KWBQ,Beaver Airport,66.36222222,-147.4066667
KWBQ,KWBQ,Beaver Airport,66.36222222,-147.4063889
KWBQ,KWBQ,Beaver Airport,66.36222222,-147.4066667
KWBQ,KWBQ,Beaver Airport,66.36222222,-147.4063889
KWBR,KWBR,Roben-Hood,43.7225,-85.50416667
KWBR,KWBR,Roben-Hood,43.72277778,-85.50416667
KWBR,KWBR,Roben-Hood,43.7225,-85.50416667
KWBR,KWBR,Roben-Hood,43.72277778,-85.50416667
KWBS,KWBS,Bennettsville Airport,34.62194444,-79.7325
KWBY,KWBY,Downtown Airport,34.0525,-118.2594444
KWCA,KWCA,Gamboa,-42.49083333,-73.77444444
KWCA,KWCA,Gamboa,-42.49055556,-73.775
KWCA,KWCA,Gamboa,-42.49055556,-73.77444444
KWCA,KWCA,Gamboa,-42.49111111,-73.77416667
KWCA,KWCA,Gamboa,-42.49055556,-73.775
KWCA,KWCA,Gamboa,-42.49111111,-73.77416667
KWCL,KWCL,Whalers Cove Lodge Airport,57.46666667,-134.5666667
KWCR,KWCR,Chandalar Lake,67.50555556,-148.5
KWCR,KWCR,Chandalar Lake,67.50444444,-148.4833333
KWCR,KWCR,Chandalar Lake,67.50527778,-148.48
KWCR,KWCR,Chandalar Lake,67.50444444,-148.4833333
KWDB,KWDB,Wide Bay Airport,57.37138889,-156.4125
KWDG,KWDG,Enid Woodring Regional,36.37916667,-97.79083333
KWDG,KWDG,Enid Woodring Regional,36.37833333,-97.78888889
KWDG,KWDG,Enid Woodring Regional,36.37583333,-97.78944444
KWDG,KWDG,Enid Woodring Regional,36.37833333,-97.78888889
KWDG,KWDG,Enid Woodring Regional,36.37583333,-97.78944444
KWDH,KWDH,Hosea Kutako International,-22.48333333,17.46666667
KWDH,KWDH,Hosea Kutako International,-22.48333333,17.46666667
KWDH,KWDH,Hosea Kutako International,-22.48,17.47083333
KQQS,KQQS,Waldronaire,48.71166667,-123.0183333
KWA8,KWA8,Waldronaire,48.71166667,-123.0183333
KWA8,KWA8,Waldron Airstrip,48.71166667,-123.0183333
KWDR,KWDR,Winder Barrow,33.98305556,-83.6675
KWDR,KWDR,Barrow County,33.98277778,-83.6675
KWDR,KWDR,Barrow County,33.98277778,-83.66722222
KWEH,KWEH,Dashuipo Airport,37.18694444,122.2288889
KWEH,KWEH,Dashuipo Airport,37.18722222,122.2288889
KWEH,KWEH,Dashuipo Airport,37.18694444,122.2288889
KWEH,KWEH,Dashuipo Airport,37.18722222,122.2288889
KWEH,KWEH,Dashuipo Airport,37.18694444,122.2288889
KWEI,KWEI,Weipa Airport,-12.68111111,141.9172222
KWEI,KWEI,Weipa Airport,-12.67861111,141.9252778
KWEL,KWEL,Welkom Airport,-27.99916667,26.67138889
KWEL,KWEL,Welkom Airport,-27.99805556,26.66972222
KWFB,KWFB,Ketchikan Waterfront Seaplane Base,55.35805556,-131.6683333
KWGA,KWGA,Wagga Wagga Airport,-35.16666667,147.4644444
KWGA,KWGA,Wagga Wagga Airport,-35.16527778,147.4663889
KWGE,KWGE,Walgett Airport,-30.03666667,148.1225
KWGE,KWGE,Walgett Airport,-30.03277778,148.1258333
KWGG,KWGG,Bahia Tortugas Airport,27.7,-114.9166667
KWGG,KWGG,Bahia Tortugas Airport,27.70527778,-114.9111111
KWGL,KWGL,Isle Baltra Off-Line Point,-0.45,-90.25
KWGO,KWGO,Winchester Airport,39.14111111,-78.14277778
KWGO,KWGO,Winchester Regional,39.14361111,-78.14444444
KWGP,KWGP,Mau Hau,-9.67222222,120.3083333
KWFK,KWFK,Northern Aroostook Regional,47.28555556,-68.31277778
KWHD,KWHD,Hyder Seaplane Base,55.90361111,-130.005
KWHK,KWHK,Whakatane Airport,-37.92222222,176.9138889
KWHK,KWHK,Whakatane Airport,-37.92222222,176.9169444
KWHO,KWHO,Franz Josef Airport,-43.36305556,170.1344444
KWHO,KWHO,Franz Josef Airport,-43.36222222,170.1325
KWHR,KWHR,Vail/Avon,39.61666667,-106.3838889
KWHT,KWHT,Wharton Regional,29.25472222,-96.15722222
KWHT,KWHT,Wharton Regional,29.25416667,-96.15444444
KWI1,KWI1,Black River Falls Area,44.25083333,-90.85527778
KWI2,KWI2,Price County,45.70888889,-90.4025
KWIB,KWIB,Wilbur Airport,47.75333333,-118.745
KWIC,KWIC,Wick Airport,58.45694444,-3.08666667
KWIC,KWIC,Wick Airport,58.45888889,-3.09305556
KWIL,KWIL,Nairobi/Wilson,-1.32222222,36.81333333
KWIL,KWIL,Nairobi/Wilson,-1.32194444,36.81472222
KWIL,KWIL,Nairobi/Wilson,-1.32333333,36.81472222
KWIL,KWIL,Nairobi/Wilson,-1.32194444,36.81472222
KWIL,KWIL,Nairobi/Wilson,-1.32333333,36.81472222
KWIN,KWIN,Winton Airport,-22.36527778,143.0822222
KWIN,KWIN,Winton Airport,-22.36361111,143.0855556
KWJA,KWJA,Woja Airport,7.46666667,168.5666667
KWJA,KWJA,Woja Airport,7.46666667,168.5666667
KWJF,KWJF,General William J. Fox Airfield,34.74055556,-118.22
KWJF,KWJF,General William J. Fox Airfield,34.74111111,-118.2186111
KWKA,KWKA,Wanaka Airport,-44.73333333,169.25
KWKA,KWKA,Wanaka Airport,-44.72194444,169.2463889
KWKJ,KWKJ,Wakkanai Airport,45.40416667,141.8008333
KWKJ,KWKJ,Wakkanai Airport,45.40444444,141.8022222
KWKK,KWKK,Aleknagik Airport,59.27777778,-158.6111111
KWKK,KWKK,Aleknagik New,59.2825,-158.6177778
KWKL,KWKL,Waikoloa Heliport,19.91361111,-155.8638889
KWKM,KWKM,Wankie Town,-18.63,27.02111111
KHWN,KHWN,Hwange National Park,-18.63,27.02111111
KHWN,KHWN,Hwange National Park,-18.62111111,27.02138889
KHWN,KHWN,Hwange National Park,-18.62805556,27.02083333
KHWN,KHWN,Hwange National Park,-18.63,27.02083333
KHWN,KHWN,Hwange National Park,-18.62111111,27.02138889
KHWN,KHWN,Hwange National Park,-18.63,27.02083333
KWKN,KWKN,Wakunai Airport,-5.86666667,155.2166667
KWKN,KWKN,Wakunai Airport,-5.86666667,155.2166667
KWKN,KWKN,Wakunai Airport,-5.86027778,155.2222222
KWKR,KWKR,Walker's,27.2575,-78.40194444
KWKV,KWKV,Penns Landing Seaplane Base,39.96527778,-75.1375
KWLB,KWLB,Labouchere Bay Airport,56.28333333,-133.65
KWLD,KWLD,Strother Field,37.16694444,-97.05027778
KWLD,KWLD,Strother Field,37.16861111,-97.0375
KWLG,KWLG,Wellington International,-41.32388889,174.8013889
KWLG,KWLG,Wellington International,-41.32666667,174.8069444
KWLH,KWLH,Walaha Airport,-15.41805556,167.7
KWLH,KWLH,Walaha Airport,-15.41194444,167.6911111
KWLK,KWLK,Selawik Airport,66.60277778,-159.9833333
KWLK,KWLK,Selawik Airport,66.60027778,-159.9858333
KWLM,KWLM,Waltham Hospital Heliport,42.3675,-71.23472222
KWLS,KWLS,Hihifo,-13.23333333,-176.1666667
KWLS,KWLS,Wallis,-13.23833333,-176.1991667
KWLS,KWLS,Wallis Hihifo,-13.23833333,-176.1991667
KWLS,KWLS,Wallis Hihifo,-13.23833333,-176.1994444
KWLS,KWLS,Wallis,-13.23833333,-176.1991667
KWLS,KWLS,Wallis Hihifo,-13.23833333,-176.1994444
KWLW,KWLW,Willows Glenn County,39.51638889,-122.2161111
KWLW,KWLW,Willows Glenn County,39.51638889,-122.2172222
KWLW,KWLW,Willows Glenn County,39.51583333,-122.2172222
KWLW,KWLW,Willows Glenn County,39.51638889,-122.2172222
KWLW,KWLW,Willows Glenn County,39.51583333,-122.2172222
KWMB,KWMB,Warrnambool Airport,-38.295,142.4483333
KWMB,KWMB,Warrnambool Airport,-38.29527778,142.4466667
KWMC,KWMC,Winnemucca Municipal,40.89777778,-117.8036111
KWMC,KWMC,Winnemucca Municipal,40.89666667,-117.8058333
KWMH,KWMH,Mountain Home Municipal,36.36944444,-92.46972222
KWMH,KWMH,Ozark Regional,36.36888889,-92.47055556
KWMH,KWMH,Baxter County,36.36888889,-92.47055556
KWMH,KWMH,Ozark Regional,36.36888889,-92.47055556
KWMH,KWMH,Baxter County,36.36888889,-92.47055556
KWMK,KWMK,Meyers Chuck Seaplane Base,55.74,-132.2533333
KWMO,KWMO,White Mountain Airport,64.68694444,-163.4066667
KWMO,KWMO,White Mountain Airport,64.68916667,-163.4127778
KWMR,KWMR,Mananara Airport,-16.16194444,49.77055556
KWMR,KWMR,Avaratra,-16.16194444,49.77055556
KWMR,KWMR,Avaratra,-16.16388889,49.77388889
KWNA,KWNA,Napakiak Airport,60.7,-162.1166667
KWNA,KWNA,Napakiak Airport,60.69027778,-161.9786111
KWNN,KWNN,Wunnumin Lake Airport,52.89444444,-89.28888889
KWNN,KWNN,Wunnumin Lake Airport,52.89388889,-89.28916667
KWNP,KWNP,Naga Airport,13.58722222,123.27
KWNP,KWNP,Naga Airport,13.585,123.2705556
KWNR,KWNR,Windorah Airport,-25.41333333,142.6655556
KWNR,KWNR,Windorah Airport,-25.41305556,142.6672222
KWNS,KWNS,Nawabshah,26.21944444,68.39222222
KWNS,KWNS,Nawabshah,26.21944444,68.39
KWNZ,KWNZ,Wenzhou Airport,27.91277778,120.8516667
KWNZ,KWNZ,Longwan,27.91277778,120.8516667
KWNZ,KWNZ,Longwan,27.90861111,120.8522222
KWNZ,KWNZ,Wenzhou Airport,27.91277778,120.8516667
KWNZ,KWNZ,Longwan,27.90861111,120.8522222
KWOD,KWOD,Wood River Airport,59.06666667,-134.75
KWOW,KWOW,Willow Airport,61.755,-150.0486111
KWOW,KWOW,Willow Airport,61.75416667,-150.0516667
KWPM,KWPM,Wipim Airport,-8.79027778,142.8811111
KWPM,KWPM,Wipim Airport,-8.78722222,142.8811111
KWPM,KWPM,Wipim Airport,-8.78805556,142.8822222
KWPU,KWPU,Puerto Williams Airport,-54.91805556,-67.62916667
KWPU,KWPU,Guardiamarina Zanartu,-54.93111111,-67.62638889
KWQA,KWQA,Ovid Airport,42.65472222,-76.79666667
KWQA,KWQA,Ovid Airport,42.65472222,-76.79638889
KWQB,KWQB,Mandan Municipal,46.76861111,-100.8936111
KWQB,KWQB,Mandan Municipal,46.76805556,-100.8944444
KWQC,KWQC,Ravalli County,46.25333333,-114.1202778
KWQC,KWQC,Ravalli County,46.25138889,-114.1255556
KWQD,KWQD,Tulelake Municipal,41.8875,-121.3583333
KWQD,KWQD,Tulelake Municipal,41.89055556,-121.3605556
KWQE,KWQE,Dinsmore Municipal,40.49305556,-123.5986111
KWQE,KWQE,Dinsmore Airport,40.49194444,-123.5983333
KWQF,KWQF,Rigby-Jefferson County,43.64444444,-111.9277778
KWQF,KWQF,Rigby-Jefferson County,43.6425,-111.9294444
KWQF,KWQF,Rigby Airport,43.6425,-111.9294444
KWQF,KWQF,Rigby Jefferson County,43.6425,-111.9294444
KWQF,KWQF,Rigby Airport,43.6425,-111.9294444
KWQG,KWQG,Hesperia Airport,34.37722222,-117.315
KWQG,KWQG,Hesperia Airport,34.37694444,-117.3161111
KWQH,KWQH,Butte Valley,41.88722222,-121.9744444
KWQH,KWQH,Butte Valley,41.88722222,-121.9755556
KWQI,KWQI,Connell City,46.6625,-118.8322222
KWQI,KWQI,Connell City,46.66222222,-118.8333333
KWQI,KWQI,Connell City,46.66138889,-118.8305556
KWQI,KWQI,Connell City,46.66222222,-118.8333333
KWQI,KWQI,Connell City,46.66138889,-118.8305556
KWQJ,KWQJ,Peard Bay Airport,70.8,-158.3333333
KWQK,KWQK,Townsend Airport,46.33333333,-111.475
KWQK,KWQK,Townsend Airport,46.33111111,-111.4825
KWQL,KWQL,Bluff Airport,64.59055556,-163.7752778
KWQM,KWQM,Chennault Industrial Airpark,30.2125,-93.14333333
KCWF,KCWF,Chennault International,30.21055556,-93.14305556
KWQN,KWQN,Taylor County,37.35833333,-85.30944444
KWQO,KWQO,Rosamond Skypark,34.87083333,-118.2083333
KWQO,KWQO,Rosamond Skypark,34.87055556,-118.2055556
KWQP,KWQP,Oceano County,35.10138889,-120.6211111
KWQP,KWQP,Oceano County,35.10138889,-120.6222222
KWQP,KWQP,Oceano County,35.10166667,-120.6222222
KWQQ,KWQQ,Custer State Park,43.72666667,-103.3505556
KWQQ,KWQQ,Custer State Park,43.725,-103.3505556
KWQQ,KWQQ,Custer State Park,43.725,-103.35
KWQQ,KWQQ,Custer State Park,43.725,-103.3505556
KWQQ,KWQQ,Custer State Park,43.725,-103.35
KWQR,KWQR,Tibbetts,58.73416667,-157.0072222
KWQS,KWQS,Poplar Airport,48.11666667,-105.1875
KWQS,KWQS,Poplar Municipal,48.13444444,-105.1622222
KWQT,KWQT,Bridger Municipal,45.29166667,-108.925
KWQT,KWQT,Bridger Municipal,45.29166667,-108.9258333
KWQU,KWQU,Portales Municipal,34.14527778,-103.4097222
KWQU,KWQU,Portales Municipal,34.14555556,-103.4102778
KWQW,KWQW,David River Airport,55.91444444,-161.6375
KWQX,KWQX,Kiavak Airport,57.01666667,-153.6666667
KWQY,KWQY,Port Wakefield Airport,58.05277778,-153.05
KWQZ,KWQZ,Chignik Lake Airport,56.255,-158.7755556
KWQZ,KWQZ,Chignik Lake Airport,56.255,-158.7752778
KWQZ,KWQZ,Chignik Lake Airport,56.25555556,-158.7777778
KWQZ,KWQZ,Chignik Lake Airport,56.255,-158.7752778
KWQZ,KWQZ,Chignik Lake Airport,56.25555556,-158.7777778
KWRB,KWRB,Robins AFB,32.64,-83.59194444
KWRB,KWRB,Robins AFB,32.64027778,-83.59194444
KWRE,KWRE,Whangarei Airport,-35.77222222,174.3611111
KWRE,KWRE,Whangarei Airport,-35.76916667,174.3638889
KWRG,KWRG,Wrangell Airport,56.48444444,-132.3666667
KWRG,KWRG,Wrangell Airport,56.48444444,-132.3697222
KWRI,KWRI,McGuire AFB,40.01555556,-74.59388889
KWRI,KWRI,McGuire Field,40.01555556,-74.59166667
KWRL,KWRL,Worland Municipal,43.9675,-107.9530556
KWRL,KWRL,Worland Municipal,43.96583333,-107.9508333
KWRL,KWRL,Worland Municipal,43.96277778,-107.9505556
KWRL,KWRL,Worland Municipal,43.96583333,-107.9508333
KWRL,KWRL,Worland Municipal,43.96277778,-107.9505556
KWRO,KWRO,Strachowice,51.1,16.88333333
KWRO,KWRO,Strachowice,51.10388889,16.88194444
KWSB,KWSB,Steamboat Bay Airport,55.51666667,-133.6333333
KWSG,KWSG,Washington County,40.13666667,-80.29222222
KWSG,KWSG,Washington County,40.13638889,-80.29027778
KWSH,KWSH,Brookhaven,40.82222222,-72.87333333
KWSH,KWSH,Brookhaven,40.82194444,-72.86694444
KWSI,KWSI,Wasilla Airport,61.58416667,-149.4566667
KWSJ,KWSJ,San Juan Airport,57.73111111,-153.3183333
KWSM,KWSM,Wiseman Airport,67.40166667,-150.1166667
KWSM,KWSM,Wiseman Airport,67.40444444,-150.1227778
KWSM,KWSM,Wiseman Airport,67.405,-150.1208333
KWSM,KWSM,Wiseman Airport,67.40444444,-150.1227778
KWSM,KWSM,Wiseman Airport,67.405,-150.1208333
KWSN,KWSN,South Naknek 2,58.7075,-157.0152778
KWSN,KWSN,South Naknek 2,58.70194444,-157.0025
KWSP,KWSP,Waspam Airport,14.68333333,-84.01666667
KWSP,KWSP,Waspam Airport,14.74055556,-83.96888889
KWSP,KWSP,Waspam Airport,14.74083333,-83.96888889
KWSP,KWSP,Waspam Airport,14.74055556,-83.96888889
KWSP,KWSP,Waspam Airport,14.74083333,-83.96888889
KWST,KWST,Westerly State,41.35222222,-71.80416667
KWST,KWST,Westerly State,41.34972222,-71.80333333
KWSX,KWSX,Westsound Airport,48.66666667,-122.8833333
KWSY,KWSY,Whitsunday Airstrip,-20.27611111,148.755
KWSZ,KWSZ,Westport Airport,-41.73972222,171.5819444
KWSZ,KWSZ,Westport Airport,-41.73722222,171.5791667
KWTC,KWTC,World Trade Center Heliport,40.7125,-74.015
KWTD,KWTD,West End Airport,26.68611111,-78.97583333
KWTK,KWTK,Noatak Airport,67.56305556,-162.9841667
KWTK,KWTK,Noatak Airport,67.56111111,-162.9802778
KWTK,KWTK,Noatak Airport,67.56111111,-162.9805556
KWTK,KWTK,Noatak Airport,67.56111111,-162.9802778
KWTK,KWTK,Noatak Airport,67.56111111,-162.9805556
KWTL,KWTL,Tuntutuliak Airport,60.35,-162.6333333
KWTL,KWTL,Tuntutuliak Airport,60.33527778,-162.6669444
KWTL,KWTL,Tuntutuliak Airport,60.335,-162.6538889
KWTL,KWTL,Tuntutuliak Airport,60.33527778,-162.6669444
KWTL,KWTL,Tuntutuliak Airport,60.335,-162.6538889
KWTL,KWTL,Tuntutuliak Airport,60.35111111,-162.6547222
KWTN,KWTN,RAF Waddington,53.16611111,-0.52388889
KWTN,KWTN,RAF Waddington,53.16555556,-0.52416667
KWTN,KWTN,RAF Waddington,53.16611111,-0.52388889
KWTN,KWTN,RAF Waddington,53.16555556,-0.52416667
KWTN,KWTN,RAF Waddington,53.16611111,-0.52388889
KWTN,KWTN,RAF Waddington,53.16638889,-0.52361111
KWTR,KWTR,Whiteriver Airport,33.80833333,-109.9791667
KWTR,KWTR,Whiteriver Airport,33.81055556,-109.9858333
KWTS,KWTS,Tsiroanomandidy Airport,-18.75722222,46.05444444
KWTS,KWTS,Tsiroanomandidy Airport,-18.75722222,46.05444444
KWTS,KWTS,Tsiroanomandidy Airport,-18.75944444,46.05416667
KWTT,KWTT,Whittier Airport,60.77305556,-148.6838889
KWTT,KWTT,Whittier Airport,60.77722222,-148.7216667
KWUG,KWUG,Wau Airport,-7.3375,146.7183333
KWUG,KWUG,Wau Airport,-7.34444444,146.7194444
KWUG,KWUG,Wau Airport,-7.345,146.7188889
KWUH,KWUH,Tianhe,30.78388889,114.2080556
KWUH,KWUH,Tianhe,30.78361111,114.2080556
KWUH,KWUH,Tianhe,30.78388889,114.2080556
KWUH,KWUH,Tianhe,30.78361111,114.2080556
KWUH,KWUH,Tianhe,30.77722222,114.2163889
KWUJ,KWUJ,Duchesne Municipal,40.19333333,-110.3805556
KWUJ,KWUJ,Duchesne Municipal,40.19194444,-110.3811111
KWUJ,KWUJ,Duchesne Municipal,40.19388889,-110.3830556
KWUJ,KWUJ,Duchesne Municipal,40.19194444,-110.3811111
KWUJ,KWUJ,Duchesne Municipal,40.19388889,-110.3830556
KWUQ,KWUQ,Avco,47.00555556,-124.1583333
KWUU,KWUU,Wau Airport,7.74638889,27.98527778
KWUU,KWUU,Wau Airport,7.72583333,27.97527778
KWUU,KWUU,Wau Airport,7.72583333,27.97472222
KWUU,KWUU,Wau Airport,7.72583333,27.97527778
KWUU,KWUU,Wau Airport,7.72583333,27.97472222
KWUX,KWUX,Wuxi Shuofang,31.49472222,120.4294444
KWUX,KWUX,Wuxi Shuofang,31.4975,120.4305556
KWUX,KWUX,Shuofang,31.4975,120.4305556
KWUX,KWUX,Wuxi Shuofang,31.4975,120.4305556
KWUX,KWUX,Shuofang,31.4975,120.4305556
KWV1,KWV1,Mcs-Pad Heliport,38.29444444,-81.56555556
KWVA,KWVA,Washington-Virginia,38.83333333,-77.11666667
KWVB,KWVB,Walvis Bay/Rooikop,-22.97861111,14.65055556
KWVB,KWVB,Walvis Bay Airport,-22.97861111,14.65055556
KWVB,KWVB,Walvis Bay Airport,-22.98,14.66194444
KWVB,KWVB,Walvis Bay Airport,-22.97944444,14.64722222
KWVB,KWVB,Walvis Bay Airport,-22.98,14.66194444
KWVB,KWVB,Walvis Bay Airport,-22.97944444,14.64722222
KWVI,KWVI,Watsonville Municipal,36.93583333,-121.7886111
KWVI,KWVI,Watsonville Municipal,36.93555556,-121.7894444
KWVK,KWVK,Manakara Airport,-22.11805556,48.02222222
KWVK,KWVK,Manakara Airport,-22.11972222,48.02138889
KWVL,KWVL,Waterville Robert Lafleur,44.53388889,-69.67583333
KWVL,KWVL,Waterville Robert Lafleur,44.53333333,-69.67555556
KWWA,KWWA,Wasilla Airport,61.57194444,-149.5405556
KWWA,KWWA,Wasilla Airport,61.57194444,-149.5394444
KWWD,KWWD,Cape May County,39.00638889,-74.90888889
KWWD,KWWD,Cape May County,39.00861111,-74.90833333
KWWD,KWWD,Cape May County,39.00833333,-74.90861111
KWWD,KWWD,Cape May County,39.00861111,-74.90833333
KWWD,KWWD,Cape May County,39.00833333,-74.90861111
KWWK,KWWK,Wewak International,-3.58583333,143.6733333
KWWK,KWWK,Wewak International,-3.58388889,143.6691667
KWWK,KWWK,Wewak International,-3.58361111,143.6686111
KWWK,KWWK,Wewak International,-3.58388889,143.6691667
KWWK,KWWK,Wewak International,-3.58361111,143.6686111
KWWK,KWWK,Wewak Airport,-3.58361111,143.6688889
KWWP,KWWP,Whale Pass Airport,56.11666667,-133.1166667
KWWR,KWWR,West Woodward,36.43666667,-99.52111111
KWWR,KWWR,West Woodward,36.43805556,-99.52277778
KWWT,KWWT,Newtok Airport,60.92277778,-164.6486111
KWWT,KWWT,Newtok Airport,60.93916667,-164.6413889
KWY1,KWY1,Ralph Wenz Field,42.79555556,-109.8072222
KWY1,KWY1,Ralph Wenz Field,42.7975,-109.8111111
KWYA,KWYA,Whyalla Airport,-33.06055556,137.5105556
KWYA,KWYA,Whyalla Airport,-33.05888889,137.5144444
KWYB,KWYB,Yes Bay Lodge Seaplane Base,55.91611111,-131.8011111
KWYE,KWYE,Yengema Airport,8.61666667,-11.05888889
KWYE,KWYE,Yengema Airport,8.61805556,-11.05083333
KWYE,KWYE,Yengema Airport,8.6175,-11.05
KWYE,KWYE,Yengema Airport,8.61805556,-11.05083333
KWYE,KWYE,Yengema Airport,8.6175,-11.05
KWYN,KWYN,Wyndham Airport,-15.50722222,128.1375
KWYN,KWYN,Wyndham Airport,-15.51138889,128.1530556
KWYS,KWYS,Yellowstone,44.68666667,-111.1047222
KWYS,KWYS,Yellowstone,44.68833333,-111.1177778
KWZY,KWZY,Nassau Seaplane Base,25.0825,-77.32722222
KXAL,KXAL,Alamos Airport,27.03666667,-108.9575
