activity_period,operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,cargo_type,cargo_aircraft_type,cargo_weight_lbs,cargo_metric_tons
201010,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,53213,24.1374168
201010,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,5628,2.5528607999999995
201010,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,18236,8.2718496
201010,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,66641,30.2283576
201010,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,10975,4.97826
201010,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,21660,9.824976
201010,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,251438,114.05227679999999
201010,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,37820,17.155151999999998
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,928053,420.9648408
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,20608,9.3477888
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,27571,12.5062056
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,546096,247.70914559999997
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,8812,3.9971232000000003
201010,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Cargo,Freighter,100829,45.7360344
201010,Southern Air,9S,Southern Air,9S,International,Asia,Enplaned,Cargo,Freighter,165963,75.2808168
201010,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,309825,140.53662
201010,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,265272,120.32737920000001
201010,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,542081,245.88794159999998
201010,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,4248,1.9268928
201010,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,311982,141.5150352
201010,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,141179,64.0387944
201010,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,1164,0.5279904000000001
201010,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,2648,1.2011328000000001
201010,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,76269,34.5956184
201010,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,241728,109.64782079999999
201010,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,205846,93.37174559999998
201010,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,168854,76.5921744
201010,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,185192,84.0030912
201010,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,145457,65.97929520000001
201010,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,221808,100.6121088
201010,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,321701,145.9235736
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,85858,38.9451888
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,2070376,939.1225536000001
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,744900,337.88664
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,95782,43.4467152
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2945130,1335.910968
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1017516,461.5452576
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,4673361,2119.83655
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,288296,130.7710656
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,2793816,1267.274938
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,256863,116.5130568
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,573827,260.2879272
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,16611,7.5347496
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,6057,2.7474552000000005
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,81063,36.7701768
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,385,0.17463599999999999
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,25540,11.584944
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,26789,12.1514904
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,17241,7.8205176
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1151125,522.1503
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,162437,73.68142320000001
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1360376,617.0665536
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,289559,131.3439624
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,1872,0.8491392
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,91573,41.537512799999995
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,5534,2.5102224
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,24737,11.220703199999999
201010,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,371991,168.7351176
201010,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,543363,246.4694568
201010,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Mail,Passenger,43468,19.7170848
201011,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2730167,1238.403751
201011,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,2078210,942.676056
201011,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Cargo,Passenger,354,0.16057439999999998
201011,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,18777,8.5172472
201011,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,4835,2.193156
201011,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,5672,2.5728192
201011,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,61169,27.7462584
201011,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,8177,3.7090872000000004
201011,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,10434,4.7328624
201011,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,82461,37.404309600000005
201011,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,93810,42.552215999999994
201011,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,1197703,543.2780807999999
201011,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,220592,100.0605312
201011,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,712015,322.970004
201011,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,9734,4.415342400000001
201011,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,673266,305.39345760000003
201011,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,20967,9.510631199999999
201011,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,611058,277.1759088
201011,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,87616,39.7426176
201011,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,348764,158.1993504
201011,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,2220,1.006992
201011,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,501772,227.6037792
201011,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,26994,12.2444784
201011,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,67169,30.467858399999997
201011,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,479,0.2172744
201011,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,106067,48.1119912
201011,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,831,0.3769416
201011,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,362,0.16420320000000002
201011,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,56656,25.6991616
201011,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Express,Passenger,479,0.2172744
201011,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,5309,2.4081624
201011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,1147122,520.3345392
201011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,203403,92.26360079999999
201011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,435991,197.7655176
201011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,34033,15.4373688
201011,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,972432,441.0951552
201011,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,47543,21.5655048
201011,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,1270735,576.405396
201011,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,360931,163.7183016
201011,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,129830,58.890888000000004
201011,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,75934,34.4436624
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,1069566,485.1551376
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,118229,53.628674399999994
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,1439100,652.77576
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,100510,45.591336
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1760415,798.5242440000001
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,33860,15.358896
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,50000,22.68
201011,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,784608,355.8981888
201011,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1573695,713.828052
201011,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,33125,15.0255
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,436235,197.876196
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,593773,269.33543280000004
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,146616,66.5050176
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,242850,110.15676
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,201198,91.2634128
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,47644,21.6113184
201011,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1767102,801.5574672
201011,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,343911,155.9980296
201011,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,42526,19.289793600000003
201011,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,98427,44.6464872
201011,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1241726,563.2469136
201011,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,28109,12.7502424
201011,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,2809,1.2741624
201011,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,28245,12.811932
201011,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,625333,283.6510488
201011,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,142622,64.6933392
201011,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,735687,333.7076232
201011,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,512956,232.67684159999996
201011,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,375147,170.16667919999998
201011,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,53299,24.1764264
201011,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Cargo,Passenger,203367,92.2472712
201011,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Mail,Passenger,5278,2.3941008
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,147000,66.6792
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1011602,458.86266720000003
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,33,0.014968799999999999
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,19616,8.8978176
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,482267,218.75631119999997
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,560705,254.33578799999998
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,17915,8.126244
201011,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Mail,Passenger,170,0.077112
201011,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,69683,31.6082088
201011,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,30077,13.642927199999999
201011,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,195123,88.50779279999999
201011,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Mail,Passenger,18475,8.38026
201011,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,4575701,2075.537974
201011,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1342956,609.1648416
201011,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,50865,23.072364
201011,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,523,0.2372328
201011,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,127137,57.6693432
201011,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,1002,0.4545072
201011,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,113483,51.4758888
201011,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,351346,159.3705456
201011,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,33180,15.050448000000001
201011,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,14109,6.399842400000001
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,457739,207.63041040000002
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,92947,42.1607592
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,216007,97.9807752
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,233008,105.69242879999999
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,12873,5.8391928
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,3752,1.7019072
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,27682,12.5565552
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,1803,0.8178408
201011,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,239460,108.619056
201011,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,44373,20.127592800000002
201011,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,268139,121.6278504
201011,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,27668,12.550204800000001
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1354968,614.6134847999999
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,201595,91.443492
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,79508,36.064828799999994
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,12908,5.8550688
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,9456,4.2892415999999995
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,10235,4.642596
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1223100,554.7981599999999
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,9028,4.0951008
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,335,0.151956
201011,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,396633,179.91272880000002
201011,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,323629,146.7981144
201011,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,1143453,518.6702808
201011,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,12798,5.805172799999999
201011,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,937645,425.315772
201011,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,36885,16.731036
201011,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1108552,502.83918719999997
201011,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1460433,662.4524088
201011,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,2648,1.2011328000000001
201011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,49896,22.632825600000004
201011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,2728,1.2374208
201011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,68994,31.2956784
201011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,70,0.031751999999999996
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,167890,76.154904
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,47,0.0213192
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,3258,1.4778288
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,181905,82.512108
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,47696,21.6349056
201011,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,74190,33.652584000000004
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,1050650,476.57484000000005
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,13466,6.108177599999999
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,30437,13.806223199999998
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,345994,156.9428784
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,5384,2.4421824
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,8910,4.041576
201011,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Cargo,Freighter,22176,10.0590336
201011,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Express,Freighter,3538,1.6048368
201011,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Mail,Freighter,226,0.1025136
201011,Southern Air,9S,Southern Air,9S,International,Asia,Enplaned,Cargo,Freighter,75527,34.2590472
201011,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,258063,117.05737679999999
201011,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,260522,118.17277920000001
201011,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,5228,2.3714207999999997
201011,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,88,0.0399168
201011,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,577661,262.0270296
201011,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,2663,1.2079368000000001
201011,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,329260,149.352336
201011,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,144239,65.4268104
201011,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,1048,0.4753728
201011,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,1682,0.7629552
201011,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,52131,23.646621600000003
201011,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,206457,93.6488952
201011,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,132526,60.1137936
201011,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,131038,59.438836800000004
201011,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,144253,65.4331608
201011,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,147795,67.039812
201011,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,246432,111.78155520000001
201011,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,364750,165.4506
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,94929,43.059794399999994
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1754560,795.868416
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,817804,370.9558944
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,122763,55.685296799999996
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2846453,1291.151081
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1227397,556.7472792
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,3692043,1674.710705
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,258940,117.455184
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,1788015,811.043604
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,226405,102.69730799999999
